"title","prof","subject","courseQuestions","learningQuestions","instructorQuestions","wouldRecommend","spentMinimum","spentLow","spentMedium","spentHigh","spentMax"
"PHTH6320 Qualitative Meth Hlth/Illness","Senier, Laura","PHTH",4.5,4.7,4.4,4.3,NA,17,50,17,17
"PHTH6320 Qualitative Meth Hlth/Illness","Todorova, Irina","PHTH",4.4,4.7,4.4,4.3,NA,33,67,NA,NA
"PHTH6400 Principles - Population Hlth 1","Suh McIntosh, Helen","PHTH",3.8,4.2,4.6,4.5,20,60,20,NA,NA
"PHTH6410 Principles - Population Hlth 2","Suh McIntosh, Helen","PHTH",4.3,4.8,4.4,4.3,NA,60,40,NA,NA
"PHTH6440 Adv Methods in Biostatistics","Griffith, John","PHTH",5,5,4.6,4.5,NA,40,60,NA,NA
"PHTH6910 Public Health Capstone","Gillis, Alison","PHTH",3.8,4.8,4.4,4.3,NA,NA,17,50,33
"PHTH6910 Public Health Capstone","Zoloth, Stephen","PHTH",3.8,4,4.4,4.3,NA,NA,17,50,33
"PHYS1000 Physics at NU","Sage, J Timothy","PHYS",3.3,4.05,4.2,4.2,100,NA,NA,NA,NA
"PHYS1111 Astronomy","Di Credico, Alessandra","PHYS",4,4.8,4.2,4.2,50,NA,25,NA,25
"PHYS1111 Astronomy","Hudon, James","PHYS",3.925,4.075,4.2,4.175,NA,NA,NA,NA,NA
"PHYS1121 Introduction to Science","Soukos, Nikolaos","PHYS",4.36,4.48,4.2,4.18,45.4,NA,24.4,NA,NA
"PHYS1125 Intro to Network Science","Vespignani, Alessandro","PHYS",4.2,4.4,4.2,4.15,52.5,26,17,NA,NA
"PHYS1132 Energy, Environment  Society","Di Credico, Alessandra","PHYS",4,3.9,4.2,4.2,NA,NA,NA,NA,NA
"PHYS1132 Energy, Environment  Society","Israeloff, Nathan","PHYS",3.5,4.1,4.2,4.2,38,63,NA,NA,NA
"PHYS1141 General Physics","Di Credico, Alessandra","PHYS",4,4.3,4.2,4.2,25,46.5,18.5,NA,NA
"PHYS1141 General Physics","Fotopoulos, Angelos","PHYS",4.2,4.4,4.2,4.2,17,NA,33,17,28
"PHYS1141 General Physics","Taylor, Tomasz","PHYS",4,4.3,4.2,4.1,38,31,31,NA,NA
"PHYS1145 Physics for Life Sciences 1","Fotopoulos, Angelos","PHYS",4.1,4.3,4.2,4.1,10,31,36,24,NA
"PHYS1145 Physics for Life Sciences 1","Fotovatian, Assad","PHYS",4.3,4.63333333333333,4.2,4.2,28,NA,49,NA,NA
"PHYS1145 Physics for Life Sciences 1","Kravchenko, Sergey","PHYS",4.2,4.6,4.2,4.2,50,NA,31.5,9.5,NA
"PHYS1145 Physics for Life Sciences 1","Orimoto, Toyoko","PHYS",4.4,4.9,4.2,4.2,27,34,NA,27,NA
"PHYS1145 Physics for Life Sciences 1","Panaitescu, Eugen","PHYS",4,4,4.2,4.1,4,38,46,13,NA
"PHYS1145 Physics for Life Sciences 1","Wanunu, Meni","PHYS",3.95,4.1,4.2,4.2,24,NA,34,18.5,NA
"PHYS1146 Lab for PHYS 1145","Abou Ibrahim, Amin","PHYS",4.2,4.6,4.2,4.2,NA,46.5,NA,17.5,NA
"PHYS1146 Lab for PHYS 1145","Daly, Christopher","PHYS",4.05,4.8,4.2,4.1,15.5,53.5,31,NA,NA
"PHYS1146 Lab for PHYS 1145","Freer, Chad","PHYS",3.8,4.4,4.2,4.2,27,55.5,17,NA,NA
"PHYS1146 Lab for PHYS 1145","Hejazi, Davoud","PHYS",3.85,4.6,4.2,4.2,NA,58.5,25.5,NA,NA
"PHYS1146 Lab for PHYS 1145","Huo, Ran","PHYS",3.2,3.5,4.2,4.2,NA,50,50,NA,NA
"PHYS1146 Lab for PHYS 1145","Jabalameli, Mohammadhassan","PHYS",3.975,4.55,4.2,4.1,26,51,NA,NA,NA
"PHYS1146 Lab for PHYS 1145","Kariyawasam Sipkaduwa Gam, Lahiru","PHYS",3.525,3.45,4.2,4.2,18,NA,NA,15.25,NA
"PHYS1146 Lab for PHYS 1145","Kercher, Eric","PHYS",3.95,4.55,4.2,4.2,NA,39.5,31.75,NA,NA
"PHYS1146 Lab for PHYS 1145","Kumarakuru, Haridas","PHYS",3.75,3.875,4.2,4.1,NA,45,28.75,NA,NA
"PHYS1146 Lab for PHYS 1145","Li, Xinzhi","PHYS",3.775,3.275,4.2,4.2,23.25,43.75,30.25,NA,NA
"PHYS1146 Lab for PHYS 1145","Lipchus, Edward","PHYS",3.95,4.5,4.2,4.2,NA,35,NA,20,NA
"PHYS1146 Lab for PHYS 1145","Madigan, Gabriel","PHYS",3.8,4.45,4.2,4.2,NA,NA,NA,NA,NA
"PHYS1146 Lab for PHYS 1145","Mistark, Peter","PHYS",4.2,4.95,4.2,4.2,NA,47.25,NA,NA,NA
"PHYS1146 Lab for PHYS 1145","Mu, Kunpeng","PHYS",3.7,3.5,4.2,4.2,NA,59,NA,NA,NA
"PHYS1146 Lab for PHYS 1145","Panaitescu, Eugen","PHYS",4.05,4.45,4.2,4.1,NA,NA,41.5,29,NA
"PHYS1146 Lab for PHYS 1145","Stoner, Keegan","PHYS",3.65,3.975,4.2,4.2,NA,NA,NA,NA,NA
"PHYS1146 Lab for PHYS 1145","Sung, Benjamin","PHYS",3.6,2.5,4.2,4.2,NA,64.5,NA,NA,NA
"PHYS1146 Lab for PHYS 1145","Tian, Jiahua","PHYS",3.9,4.2,4.2,4.1,NA,58.5,23,NA,NA
"PHYS1146 Lab for PHYS 1145","Tishelman-Charny, Abraham","PHYS",3.95,4.45,4.2,4.2,NA,25.75,NA,18,NA
"PHYS1146 Lab for PHYS 1145","Torkashvand, Mohammad Mahdi","PHYS",3.55,3.8,4.2,4.2,NA,NA,NA,NA,NA
"PHYS1146 Lab for PHYS 1145","Ujwary, Sylvia","PHYS",3.86666666666667,4.08333333333333,4.2,4.2,NA,NA,NA,NA,NA
"PHYS1146 Lab for PHYS 1145","Wamorkar, Tanvi","PHYS",3.8,4.625,4.2,4.2,NA,48.5,NA,NA,NA
"PHYS1146 Lab for PHYS 1145","Wang, Bingran","PHYS",3.675,4.05,4.2,4.2,NA,NA,NA,NA,NA
"PHYS1146 Lab for PHYS 1145","Wisecarver, Andrew","PHYS",3.925,4.275,4.2,4.2,NA,53.75,NA,NA,NA
"PHYS1146 Lab for PHYS 1145","Xiong, Xinyue","PHYS",3.7,3.95,4.2,4.1,27,21,NA,21,NA
"PHYS1146 Lab for PHYS 1145","Yang, Luhang","PHYS",3.85,4,4.2,4.2,17.5,37.5,45,NA,NA
"PHYS1146 Lab for PHYS 1145","Zheng, Pengyu","PHYS",3.85,4.05,4.2,4.2,NA,NA,46,NA,NA
"PHYS1146 Lab for PHYS 1145","Zhu, Bin","PHYS",3.85,4.4,4.2,4.2,NA,58.5,18,18,NA
"PHYS1147 Physics for Life Sciences 2","Eakins, James","PHYS",4.15,4.55,4.2,4.2,28,NA,NA,17,11
"PHYS1147 Physics for Life Sciences 2","Fotovatian, Assad","PHYS",3.9,4.5,4.25,4.2,34,NA,22,NA,NA
"PHYS1147 Physics for Life Sciences 2","Kravchenko, Sergey","PHYS",4.1,4.65,4.2,4.15,NA,NA,33,18,5
"PHYS1147 Physics for Life Sciences 2","Moreno, Enrique","PHYS",4.2,4.55,4.35,4.35,NA,NA,NA,12.5,NA
"PHYS1147 Physics for Life Sciences 2","Wanunu, Meni","PHYS",4,4.2,4.2,4.1,40,NA,36,1,23
"PHYS1148 Lab for PHYS 1147","Adhikari, Nilam","PHYS",3.95,4.35,4.2,4.1,NA,NA,NA,33,NA
"PHYS1148 Lab for PHYS 1147","Altunkaynak, Ismet","PHYS",3.83333333333333,4.35,4.2,4.11666666666667,NA,NA,NA,NA,NA
"PHYS1148 Lab for PHYS 1147","Bandarkar, Prasad","PHYS",3.9,4.3,4.2,4.2,NA,63,NA,25,NA
"PHYS1148 Lab for PHYS 1147","Batishchev, Oleg","PHYS",3.7,4.05,4.2,4.15,13.5,46.5,31.5,NA,NA
"PHYS1148 Lab for PHYS 1147","Champion, Paul","PHYS",3.7,4.15,4.2,4.15,13.5,46.5,31.5,NA,NA
"PHYS1148 Lab for PHYS 1147","Dhakal, Saroj","PHYS",3.75,4.15,4.2,4.2,NA,33.75,47,NA,NA
"PHYS1148 Lab for PHYS 1147","Freer, Chad","PHYS",4,4.8,4.2,4.2,40,40,20,NA,NA
"PHYS1148 Lab for PHYS 1147","Grammatikos, James","PHYS",3.46666666666667,3.93333333333333,4.2,4.1,NA,54,NA,NA,NA
"PHYS1148 Lab for PHYS 1147","Hafiz, Hasnain","PHYS",4.2,4.4,4.2,4.2,14,57,29,NA,NA
"PHYS1148 Lab for PHYS 1147","Hejazi, Davoud","PHYS",3.85,4.225,4.2,4.2,NA,53.25,31.25,NA,NA
"PHYS1148 Lab for PHYS 1147","Hendry, Douglas","PHYS",4,4.7,4.2,4.2,35.5,35.5,12,12,NA
"PHYS1148 Lab for PHYS 1147","Ji, Kaihua","PHYS",3.4,4.3,4.3,4.2,43,14,29,NA,14
"PHYS1148 Lab for PHYS 1147","Kariyawasam Sipkaduwa Gam, Lahiru","PHYS",3.4,4.4,4.3,4.2,NA,40,60,NA,NA
"PHYS1148 Lab for PHYS 1147","Kaufman, Bryan","PHYS",4.3,4.85,4.2,4.2,21,41.5,21,NA,NA
"PHYS1148 Lab for PHYS 1147","Kumarakuru, Haridas","PHYS",3.675,3.975,4.2,4.2,21.5,37.75,30.25,NA,NA
"PHYS1148 Lab for PHYS 1147","Li, Xinzhi","PHYS",3.9,4.4,4.3,4.2,25,NA,38,25,NA
"PHYS1148 Lab for PHYS 1147","Matzelle, Matthew","PHYS",3.95,4.5,4.2,4.2,NA,32.5,NA,27.5,NA
"PHYS1148 Lab for PHYS 1147","Mu, Kunpeng","PHYS",3.575,4.175,4.2,4.1,NA,50,27.25,NA,NA
"PHYS1148 Lab for PHYS 1147","Nguyen, Trung","PHYS",4.15,4.65,4.2,4.2,17,41.5,33,NA,NA
"PHYS1148 Lab for PHYS 1147","Salinas de Souza, Gustavo","PHYS",3.76666666666667,4.45833333333333,4.2,4.16666666666667,NA,NA,NA,NA,NA
"PHYS1148 Lab for PHYS 1147","Stark, Megan","PHYS",3.35,4.3,4.2,4.2,NA,41.25,41.25,NA,NA
"PHYS1148 Lab for PHYS 1147","Tian, Jiahua","PHYS",4.3,4.6,4.5,4.5,NA,60,20,20,NA
"PHYS1148 Lab for PHYS 1147","Tishelman-Charny, Abraham","PHYS",4.1,5,4.2,4.2,NA,44,22,33,NA
"PHYS1148 Lab for PHYS 1147","Voitalov, Ivan","PHYS",3.3,5,4.5,4.5,NA,50,50,NA,NA
"PHYS1148 Lab for PHYS 1147","Wamorkar, Tanvi","PHYS",3.85,3.85,4.2,4.2,NA,NA,28.75,NA,NA
"PHYS1148 Lab for PHYS 1147","Wang, BaoKai","PHYS",3.75,4.05,4.2,4.1,NA,NA,28.3333333333333,NA,NA
"PHYS1148 Lab for PHYS 1147","Wang, Bingran","PHYS",4,4.48,4.22,4.12,NA,64,NA,NA,NA
"PHYS1148 Lab for PHYS 1147","Wisecarver, Andrew","PHYS",3.8,4.05,4.2,4.2,NA,38.5,NA,27.5,NA
"PHYS1148 Lab for PHYS 1147","Xiong, Xinyue","PHYS",3.8,4.1,4.2,4.2,NA,51.5,NA,NA,NA
"PHYS1148 Lab for PHYS 1147","Zhang, Kai","PHYS",4.1,4.4,4.2,4.2,20.5,26.5,47,NA,NA
"PHYS1149 Physics for Pharmacy","Fotovatian, Assad","PHYS",4,4.4,4.2,4.2,49,NA,31,NA,18
"PHYS1149 Physics for Pharmacy","Panaitescu, Eugen","PHYS",3.5,3.1,4.2,4.2,28,NA,42,20,7
"PHYS1150 Lab for PHYS 1149","Abou Ibrahim, Amin","PHYS",3.9,4.65,4.2,4.2,77.5,22.5,NA,NA,NA
"PHYS1150 Lab for PHYS 1149","Buda, Ioana","PHYS",3.9,4.675,4.2,4.2,82.75,17.25,NA,NA,NA
"PHYS1150 Lab for PHYS 1149","Kaufman, Bryan","PHYS",4.05,5,4.2,4.2,77.5,22.5,NA,NA,NA
"PHYS1150 Lab for PHYS 1149","Mistark, Peter","PHYS",4.05,4.88333333333333,4.2,4.2,84,NA,NA,NA,NA
"PHYS1150 Lab for PHYS 1149","Salinas de Souza, Gustavo","PHYS",4.1,4.8,4.2,4.2,45,45,NA,NA,NA
"PHYS1150 Lab for PHYS 1149","Spisak, Andrew","PHYS",3.96666666666667,4.73333333333333,4.2,4.2,NA,NA,NA,NA,NA
"PHYS1150 Lab for PHYS 1149","Taylor, Andrew","PHYS",4.1,4.9,4.2,4.2,57,29,14,NA,NA
"PHYS1150 Lab for PHYS 1149","Wang, BaoKai","PHYS",3.4,4,4.2,4.2,67,33,NA,NA,NA
"PHYS1151 Physics for Engineering 1","Bansil, Arun","PHYS",3.6,4.1,4.2,4.2,29.5,NA,40,18.5,NA
"PHYS1151 Physics for Engineering 1","Di Credico, Alessandra","PHYS",3.65,3.9,4.2,4.15,16.5,NA,NA,27.5,10
"PHYS1151 Physics for Engineering 1","Fotovatian, Assad","PHYS",3.9,4.6,4.3,4.2,NA,25,50,NA,25
"PHYS1151 Physics for Engineering 1","Kar, Swastik","PHYS",4.33333333333333,4.76666666666667,4.2,4.16666666666667,25,NA,NA,17.3333333333333,9
"PHYS1151 Physics for Engineering 1","Maheswaran, Balasubramaniam","PHYS",4.2,4.2,4.2,4.2,NA,27,15,42,15
"PHYS1151 Physics for Engineering 1","Menon, Latika","PHYS",3.5,3.55,4.2,4.1,35,39,NA,13,NA
"PHYS1151 Physics for Engineering 1","Moreno, Enrique","PHYS",3.9,4.5,4.35,4.3,NA,31.5,NA,25.5,17
"PHYS1151 Physics for Engineering 1","Vargas, Anthony","PHYS",3.6,3.55,4.2,4.2,32.5,NA,NA,12.5,10
"PHYS1152 Lab for PHYS 1151","Abou Ibrahim, Amin","PHYS",4.04,4.7,4.2,4.12,NA,NA,NA,NA,NA
"PHYS1152 Lab for PHYS 1151","Altunkaynak, Ismet","PHYS",3.88,4.08,4.2,4.14,NA,NA,NA,NA,NA
"PHYS1152 Lab for PHYS 1151","Carifio, Jonathan","PHYS",4.15,4.85,4.2,4.1,NA,73,15,NA,NA
"PHYS1152 Lab for PHYS 1151","Chiu, Wei-Chi","PHYS",3.975,4.2,4.2,4.15,NA,49.75,NA,NA,NA
"PHYS1152 Lab for PHYS 1151","Daly, Christopher","PHYS",3.7,3.86666666666667,4.2,4.1,NA,55.3333333333333,30.6666666666667,NA,NA
"PHYS1152 Lab for PHYS 1151","Fan, Wei","PHYS",3.55,3.5,4.2,4.1,NA,58,NA,NA,NA
"PHYS1152 Lab for PHYS 1151","Freer, Chad","PHYS",3.97,4.54,4.2,4.16,NA,NA,NA,NA,NA
"PHYS1152 Lab for PHYS 1151","Grammatikos, James","PHYS",3.63333333333333,3.9,4.23333333333333,4.2,NA,NA,NA,20.3333333333333,NA
"PHYS1152 Lab for PHYS 1151","Hejazi, Davoud","PHYS",3.75,4.2375,4.2,4.15,NA,NA,44.875,NA,NA
"PHYS1152 Lab for PHYS 1151","Hendry, Douglas","PHYS",3.5375,3.7625,4.2,4.15,NA,NA,32,NA,NA
"PHYS1152 Lab for PHYS 1151","Jabalameli, Mohammadhassan","PHYS",4.1,4.58,4.26,4.26,NA,NA,NA,NA,NA
"PHYS1152 Lab for PHYS 1151","Ji, Kaihua","PHYS",3.87142857142857,4.34285714285714,4.2,4.14285714285714,NA,NA,NA,NA,NA
"PHYS1152 Lab for PHYS 1151","Kariyawasam Sipkaduwa Gam, Lahiru","PHYS",3.25,3.5,4.2,4.1,NA,18,40,24.5,NA
"PHYS1152 Lab for PHYS 1151","Kercher, Eric","PHYS",3.65,4.5,4.2,4.1,NA,57,27,NA,NA
"PHYS1152 Lab for PHYS 1151","Kumarakuru, Haridas","PHYS",4.1,4.5,4.2,4.2,NA,56.5,21,NA,NA
"PHYS1152 Lab for PHYS 1151","Lang, Ryan","PHYS",3.675,4.525,4.2,4.2,NA,48.5,NA,NA,NA
"PHYS1152 Lab for PHYS 1151","Li-eng, Yike","PHYS",3.96,4.42,4.26,4.18,NA,NA,NA,NA,NA
"PHYS1152 Lab for PHYS 1151","Li, Xinzhi","PHYS",3.975,4.3,4.2,4.2,NA,NA,NA,NA,NA
"PHYS1152 Lab for PHYS 1151","Madigan, Gabriel","PHYS",4.15,4.575,4.2,4.2,NA,NA,40.25,17.25,NA
"PHYS1152 Lab for PHYS 1151","Mistark, Peter","PHYS",4.5,5,4.2,4.1,20,80,NA,NA,NA
"PHYS1152 Lab for PHYS 1151","Moller, Gudfridur","PHYS",3.625,3.925,4.2,4.1,NA,NA,42.5,NA,NA
"PHYS1152 Lab for PHYS 1151","Mu, Kunpeng","PHYS",3.85,4.125,4.2,4.2,NA,68.5,NA,NA,NA
"PHYS1152 Lab for PHYS 1151","Pandey, Laxmi","PHYS",3.6,4.05,4.2,4.2,NA,37,37,NA,NA
"PHYS1152 Lab for PHYS 1151","Spisak, Andrew","PHYS",4.02,4.54,4.2,4.12,NA,47.4,28,NA,NA
"PHYS1152 Lab for PHYS 1151","Taylor, Andrew","PHYS",4.5,4.9,4.2,4.175,21.75,NA,NA,NA,NA
"PHYS1152 Lab for PHYS 1151","Ujwary, Sylvia","PHYS",3.95,4.3,4.2,4.2,16.5,27.5,55.5,NA,NA
"PHYS1152 Lab for PHYS 1151","Wamorkar, Tanvi","PHYS",3.83333333333333,4.35,4.2,4.13333333333333,NA,NA,NA,NA,NA
"PHYS1152 Lab for PHYS 1151","Wang, Bingran","PHYS",3.8,3.95,4.2,4.2,12,29,41.5,NA,12
"PHYS1152 Lab for PHYS 1151","Wisecarver, Andrew","PHYS",3.82,4.32,4.2,4.12,NA,NA,50,NA,NA
"PHYS1152 Lab for PHYS 1151","Xiong, Xinyue","PHYS",4.3,4.55,4.2,4.1,NA,31.5,31.5,NA,NA
"PHYS1152 Lab for PHYS 1151","Yang, Luhang","PHYS",3.6,4.05,4.2,4.2,NA,32.5,29,29,NA
"PHYS1152 Lab for PHYS 1151","Zheng, Pengyu","PHYS",3.68333333333333,3.7,4.2,4.2,NA,NA,NA,NA,NA
"PHYS1152 Lab for PHYS 1151","Zhu, Bin","PHYS",3.85,4.46666666666667,4.2,4.2,NA,NA,NA,NA,NA
"PHYS1153 Interact Learn for PHYS 1151","Abou Ibrahim, Amin","PHYS",4,4.5,4.2,4.2,NA,40,27,20,NA
"PHYS1153 Interact Learn for PHYS 1151","Bandarkar, Prasad","PHYS",3.9,4.2,4.2,4.2,NA,40,13,27,13
"PHYS1153 Interact Learn for PHYS 1151","Bansil, Arun","PHYS",3.75,4.05,4.2,4.1,NA,40,NA,14.5,NA
"PHYS1153 Interact Learn for PHYS 1151","Carifio, Jonathan","PHYS",4.4,4.4,4.2,4.2,22,22,22,NA,22
"PHYS1153 Interact Learn for PHYS 1151","Chiu, Wei-Chi","PHYS",4.1,4.2,4.2,4.2,32,27.5,23.5,NA,NA
"PHYS1153 Interact Learn for PHYS 1151","Daly, Christopher","PHYS",3.66,3.8,4.2,4.18,57.8,NA,NA,NA,NA
"PHYS1153 Interact Learn for PHYS 1151","Di Credico, Alessandra","PHYS",3.93333333333333,4.36666666666667,4.2,4.15,NA,17,NA,NA,NA
"PHYS1153 Interact Learn for PHYS 1151","Fan, Wei","PHYS",4.2,3.7,4.2,4.1,69,23,8,NA,NA
"PHYS1153 Interact Learn for PHYS 1151","Fotopoulos, Angelos","PHYS",4.15,4.25,4.2,4.15,50.5,NA,NA,NA,NA
"PHYS1153 Interact Learn for PHYS 1151","Fotovatian, Assad","PHYS",3.8,4.2,4.3,4.2,10,30,30,10,20
"PHYS1153 Interact Learn for PHYS 1151","Freer, Chad","PHYS",4.6,4.6,4.2,4.2,50,42,8,NA,NA
"PHYS1153 Interact Learn for PHYS 1151","Grammatikos, James","PHYS",4.2,4.1,4.2,4.1,87,13,NA,NA,NA
"PHYS1153 Interact Learn for PHYS 1151","Hejazi, Davoud","PHYS",3.5,4.1,4.2,4.1,46,23,31,NA,NA
"PHYS1153 Interact Learn for PHYS 1151","Hendry, Douglas","PHYS",3.8,3.75,4.2,4.15,45.5,32,NA,NA,NA
"PHYS1153 Interact Learn for PHYS 1151","Jabalameli, Mohammadhassan","PHYS",3.8,3.6,4.2,4.1,62,31,8,NA,NA
"PHYS1153 Interact Learn for PHYS 1151","Ji, Kaihua","PHYS",3.8,3.55,4.2,4.2,58.5,25,17,NA,NA
"PHYS1153 Interact Learn for PHYS 1151","Kar, Swastik","PHYS",4.53333333333333,4.7,4.2,4.16666666666667,NA,NA,28.6666666666667,NA,NA
"PHYS1153 Interact Learn for PHYS 1151","Kelley, Thomas","PHYS",3.96666666666667,4.53333333333333,4.2,4.16666666666667,NA,43.6666666666667,NA,NA,NA
"PHYS1153 Interact Learn for PHYS 1151","Kercher, Eric","PHYS",3.5,4.5,4.2,4.1,NA,50,25,17,NA
"PHYS1153 Interact Learn for PHYS 1151","Kumarakuru, Haridas","PHYS",3.9,4.4,4.2,4.15,47,33,14,NA,NA
"PHYS1153 Interact Learn for PHYS 1151","Li-eng, Yike","PHYS",3.65,3.85,4.2,4.1,42,27,NA,18.5,NA
"PHYS1153 Interact Learn for PHYS 1151","Lowhorn, Nathan","PHYS",3.86666666666667,4.26666666666667,4.2,4.16666666666667,NA,40,NA,NA,NA
"PHYS1153 Interact Learn for PHYS 1151","Maheswaran, Balasubramaniam","PHYS",4.16666666666667,4.33333333333333,4.2,4.13333333333333,35,NA,NA,NA,NA
"PHYS1153 Interact Learn for PHYS 1151","Menon, Latika","PHYS",3.7,3.65,4.2,4.1,NA,25,39,15,NA
"PHYS1153 Interact Learn for PHYS 1151","Moller, Gudfridur","PHYS",3.9,3.8,4.2,4.1,NA,56,19,6,13
"PHYS1153 Interact Learn for PHYS 1151","Moreno, Enrique","PHYS",3.825,4.325,4.275,4.225,NA,NA,NA,23,NA
"PHYS1153 Interact Learn for PHYS 1151","Mu, Kunpeng","PHYS",3.8,3.5,4.2,4.2,36,36,29,NA,NA
"PHYS1153 Interact Learn for PHYS 1151","Panaitescu, Eugen","PHYS",3.5,4,4.2,4.2,40,30,30,NA,NA
"PHYS1153 Interact Learn for PHYS 1151","Salinas de Souza, Gustavo","PHYS",4,4,4.23333333333333,4.16666666666667,NA,43.3333333333333,NA,NA,NA
"PHYS1153 Interact Learn for PHYS 1151","Smith, Henry","PHYS",3.86,4.08,4.2,4.18,45.2,27.8,NA,NA,NA
"PHYS1153 Interact Learn for PHYS 1151","Spisak, Andrew","PHYS",3.7,4,4.2,4.1,50,NA,50,NA,NA
"PHYS1153 Interact Learn for PHYS 1151","Swain, John","PHYS",3.55,3.8,4.2,4.2,38,41.5,NA,NA,NA
"PHYS1153 Interact Learn for PHYS 1151","Taylor, Andrew","PHYS",4.3,4.5,4.2,4.1,NA,58,NA,33,NA
"PHYS1153 Interact Learn for PHYS 1151","Tian, Jiahua","PHYS",3.6,3.3,4.2,4.1,54,23,23,NA,NA
"PHYS1153 Interact Learn for PHYS 1151","Vargas, Anthony","PHYS",3.7,3.65,4.2,4.2,45,35,15,NA,NA
"PHYS1153 Interact Learn for PHYS 1151","Wamorkar, Tanvi","PHYS",4.15,3.9,4.2,4.15,NA,31,NA,18.5,NA
"PHYS1153 Interact Learn for PHYS 1151","Wang, Bingran","PHYS",4.1,4.4,4.2,4.2,60,40,NA,NA,NA
"PHYS1153 Interact Learn for PHYS 1151","Xiong, Xinyue","PHYS",3.1,2.6,4.2,4.2,40,40,20,NA,NA
"PHYS1153 Interact Learn for PHYS 1151","Zhang, Chi","PHYS",4,4.3,4.2,4.1,40,NA,40,NA,13
"PHYS1153 Interact Learn for PHYS 1151","Zhang, Kai","PHYS",3.5,3.8,4.2,4.2,69,23,8,NA,NA
"PHYS1153 Interact Learn for PHYS 1151","Zheng, Pengyu","PHYS",3.45,3.3,4.2,4.2,NA,41,NA,NA,NA
"PHYS1153 Interact Learn for PHYS 1151","Zhu, Bin","PHYS",3.9,4.2,4.2,4.2,69,8,8,8,8
"PHYS1155 Physics for Engineering  2","Di Credico, Alessandra","PHYS",3.73333333333333,3.96666666666667,4.2,4.2,26.3333333333333,NA,43.3333333333333,18.3333333333333,9
"PHYS1155 Physics for Engineering  2","Kelley, Thomas","PHYS",3.94,4.36,4.2,4.18,16.6,NA,NA,25,10.4
"PHYS1155 Physics for Engineering  2","Menon, Latika","PHYS",3.55,3.65,4.2,4.2,33.5,NA,NA,19,12.5
"PHYS1155 Physics for Engineering  2","Moreno, Enrique","PHYS",3.9,4.2,4.2,4.2,7,18,44,22,10
"PHYS1156 Lab for PHYS 1155","Abou Ibrahim, Amin","PHYS",4,4.58,4.2,4.2,NA,NA,NA,NA,NA
"PHYS1156 Lab for PHYS 1155","Adhikari, Nilam","PHYS",3.71666666666667,3.78333333333333,4.2,4.16666666666667,NA,NA,NA,NA,NA
"PHYS1156 Lab for PHYS 1155","Altman, Ross","PHYS",3.925,4.35,4.2,4.15,20.25,51,NA,NA,NA
"PHYS1156 Lab for PHYS 1155","Bandarkar, Prasad","PHYS",3.675,4.375,4.2,4.2,NA,59.25,25.75,NA,NA
"PHYS1156 Lab for PHYS 1155","Carifio, Jonathan","PHYS",3.55,4.4,4.2,4.2,NA,35.5,41,NA,NA
"PHYS1156 Lab for PHYS 1155","Chiu, Wei-Chi","PHYS",3.93333333333333,4.33333333333333,4.2,4.2,NA,NA,NA,NA,NA
"PHYS1156 Lab for PHYS 1155","Fan, Wei","PHYS",4.1,4.3,4.2,4.2,NA,58.5,NA,NA,NA
"PHYS1156 Lab for PHYS 1155","Freer, Chad","PHYS",4,4.7,4.2,4.2,NA,61.5,NA,NA,NA
"PHYS1156 Lab for PHYS 1155","Grammatikos, James","PHYS",3.6,3.8,4.2,4.2,NA,48,32,NA,NA
"PHYS1156 Lab for PHYS 1155","Hejazi, Davoud","PHYS",3.7,4.2,4.2,4.2,NA,53.25,23.5,NA,NA
"PHYS1156 Lab for PHYS 1155","Hendry, Douglas","PHYS",3.78333333333333,4.08333333333333,4.2,4.2,NA,38.8333333333333,NA,NA,NA
"PHYS1156 Lab for PHYS 1155","Hennighausen, Zachariah","PHYS",3.95,4.8,4.2,4.2,NA,28.25,NA,NA,NA
"PHYS1156 Lab for PHYS 1155","Huo, Ran","PHYS",3.6,4.1,4.2,4.1,NA,NA,67,22,NA
"PHYS1156 Lab for PHYS 1155","Ji, Kaihua","PHYS",3.76,4.14,4.2,4.2,NA,52.2,NA,NA,NA
"PHYS1156 Lab for PHYS 1155","Kariyawasam Sipkaduwa Gam, Lahiru","PHYS",3.8625,4.275,4.2,4.2,NA,NA,NA,NA,NA
"PHYS1156 Lab for PHYS 1155","Lang, Ryan","PHYS",3.8,4.8,4.2,4.2,NA,51.75,NA,NA,NA
"PHYS1156 Lab for PHYS 1155","Li-eng, Yike","PHYS",3.6,4,4.2,4.2,NA,NA,NA,NA,NA
"PHYS1156 Lab for PHYS 1155","Li, Xinzhi","PHYS",3.9125,4.5625,4.2,4.175,NA,NA,NA,NA,NA
"PHYS1156 Lab for PHYS 1155","Lipchus, Edward","PHYS",3.75,4.5,4.2,4.2,NA,39.5,53.5,NA,NA
"PHYS1156 Lab for PHYS 1155","Madigan, Gabriel","PHYS",3.8,4.45,4.2,4.2,NA,NA,47,24.5,NA
"PHYS1156 Lab for PHYS 1155","Matzelle, Matthew","PHYS",3.8,4.7,4.2,4.2,NA,NA,42.1666666666667,NA,NA
"PHYS1156 Lab for PHYS 1155","Mistark, Peter","PHYS",3.9,4.85,4.2,4.2,NA,41,33,16,NA
